"session","subject.id","round","message.id","game","gameType","decision","team.id","message.en","message","lower.lvl","upper.lvl","salience.payoff.x","salience.label.x","teamThinking","history","subject.id.cum","input","input.lb","input.lbub"
1,10,3,"1.10.3","AML","X-Y","Y",1,"Same argument as in the first task... maybe they think that by being generous, they will ensure our cooperation. Additionally, we should try to have a certain consistency in our decisions, so that we don't always decide differently than they do. So, I assume that there will be no consistency between the individual tasks in the other teams, but rather they will try to create similarities through variation... and so it will be more difficult to reach a common decision.","gleiches Argument wie bei der ersten aufgabe.. vllt denken sie, das sie durch großzügigkeit unsere kooperatino sicherstellen werden. außerdem sollen wir versuchen gewisse konsistenz in inseren entscheidungen zu haben, damit wir nicht immer anders entscheiden als sie. ich gehe also davon aus, dass es bei den anderen teams keine konsistenz zwischen den einzelnen aufgaben geben wird. sondern werden sie eher versuchen durch abwechslung übereinstimmungen zu schaffen... und so wird es schwierigereine gemeinsame entscheidung zu treffen",2,2,"H","no","none","(1,ASL,Y), (2,AM2,$)",10,"Team: 1 
Game: AML 
Decision: Y 
Message: gleiches Argument wie bei der ersten aufgabe.. vllt denken sie, das sie durch großzügigkeit unsere kooperatino sicherstellen werden. außerdem sollen wir versuchen gewisse konsistenz in inseren entscheidungen zu haben, damit wir nicht immer anders entscheiden als sie. ich gehe also davon aus, dass es bei den anderen teams keine konsistenz zwischen den einzelnen aufgaben geben wird. sondern werden sie eher versuchen durch abwechslung übereinstimmungen zu schaffen... und so wird es schwierigereine gemeinsame entscheidung zu treffen","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 2","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 2"
1,10,4,"1.10.4","AM4","Pie","§",1,"It's complicated here... the obvious option should be the one in white... however, the distribution there is not equal... but I don't have a better suggestion than to choose that one, I will follow a reasoned suggestion from you.","hier ist es kompliziert... die offensichtliche variante sollte die im weiß sein... allerdings ist die Verteilung dort nicht gleich... ich habe aber keinen besseren Vorschlag als die auszuwählen werde mich nach einem begründeten Vorschlag deinerseits richten",0,1,"no","§","none","(1,ASL,Y), (2,AM2,$), (3,AML,Y)",10,"Team: 1 
Game: AM4 
Decision: § 
Message: hier ist es kompliziert... die offensichtliche variante sollte die im weiß sein... allerdings ist die Verteilung dort nicht gleich... ich habe aber keinen besseren Vorschlag als die auszuwählen werde mich nach einem begründeten Vorschlag deinerseits richten","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,10,5,"1.10.5","ALL","X-Y","Y",1,"I don't know if the greed for money will speak for the other team now or the mentioned effort to create coordination through compromises... I suggest that we continue to maintain our consistency regarding the responses and vote for Y, although I increasingly perceive the distribution of payments as unfair.","weiß nicht ob jetzt das geldgier hier für das andere team sprechen wird oder das genannte bestreben Koordination durch kompromisse zu schaffen... ich schlage vor, dass wir weiter unsere Konsistenz bezüglich der Antworten behalten und Y tippen, obwohl ich die Verteilung der auszahlungen als zunehmend ungerecht empfinde",2,2,"H","no","none","(1,ASL,Y), (2,AM2,$), (3,AML,Y), (4,AM4,§)",10,"Team: 1 
Game: ALL 
Decision: Y 
Message: weiß nicht ob jetzt das geldgier hier für das andere team sprechen wird oder das genannte bestreben Koordination durch kompromisse zu schaffen... ich schlage vor, dass wir weiter unsere Konsistenz bezüglich der Antworten behalten und Y tippen, obwohl ich die Verteilung der auszahlungen als zunehmend ungerecht empfinde","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 2","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 2"
1,10,6,"1.10.6","S2","Pie","§",1,"Hahaha, that's mean. If both teams choose the rational and obvious, then we each get 5. Anything else would be a chance. I always look for where it seems easiest to create coordination.","hahaha das ist gemein. wenn beide teams das rationale und offensichtliche auswählen, dann kriegen wir jeweils 5. alles andere wäre chance ich gucke ja immer wo es am leichtesten scheint koordination zu schaffen",1,1,"no","§","labels as coordination device","(1,ASL,Y), (2,AM2,$), (3,AML,Y), (4,AM4,§), (5,ALL,Y)",10,"Team: 1 
Game: S2 
Decision: § 
Message: hahaha das ist gemein. wenn beide teams das rationale und offensichtliche auswählen, dann kriegen wir jeweils 5. alles andere wäre chance ich gucke ja immer wo es am leichtesten scheint koordination zu schaffen","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,11,1,"1.11.1","ASL","X-Y","Y",2,"Difficult.. they probably think we should choose alternative x because it would be better for us, so we should actually choose x...BUT if they think they should choose alternative y because it's better for them and we should also choose y...we should rather choose y, 50:50 chance, I'm more inclined towards y.","schwierig.. die denken wahrscheinlich wir nehmen alternative x weil die für uns besser wäre also sollten wir eigentlich x nehmen ...ABER wenn die denken dass sie alternative y nehmen weil das für die besser ist und wir deshalb auch y nehmen ....sollten wir lieber y nehmen 50:50 chance bin eher für y",3,3,"H","no","none","no history",11,"Team: 2 
Game: ASL 
Decision: Y 
Message: schwierig.. die denken wahrscheinlich wir nehmen alternative x weil die für uns besser wäre also sollten wir eigentlich x nehmen ...ABER wenn die denken dass sie alternative y nehmen weil das für die besser ist und wir deshalb auch y nehmen ....sollten wir lieber y nehmen 50:50 chance bin eher für y","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 3","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 3"
1,11,2,"1.11.2","AM2","Pie","$",2,"Difficult again... with the same reasoning as before: they could think we take that for us better and also take that, or that we take the better one for us... it's stupid that there are § and #... so, twice better for the would say the easiest and most sensible thing is to take $. Even if that is better for the other team, they will see that they don't know which one we take for § or #, or which one they should take.","wieder schwierig mit der gleichen begründung wie eben : sie könnten denken wir nehmen dass für uns besser & das auch nehmen oder halt dass wir das für die bessere nehmen .... doof ist dass es §und # gibt ...also zwei mal besser für die . würde sagen am einfachsten und sinnvollsten ist es $ zu nehmen , auch wenn das für das anderen team besser ist werden die einsehen dass sie bei §oder # nicht wissen welche wir nehmen bzw welches sie nehmen sollen",3,3,"H","$","payoffs as coordination device","(1,ASL,Y)",11,"Team: 2 
Game: AM2 
Decision: $ 
Message: wieder schwierig mit der gleichen begründung wie eben : sie könnten denken wir nehmen dass für uns besser & das auch nehmen oder halt dass wir das für die bessere nehmen .... doof ist dass es §und # gibt ...also zwei mal besser für die . würde sagen am einfachsten und sinnvollsten ist es $ zu nehmen , auch wenn das für das anderen team besser ist werden die einsehen dass sie bei §oder # nicht wissen welche wir nehmen bzw welches sie nehmen sollen","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 3","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 3"
1,11,3,"1.11.3","AML","X-Y","Y",2,"After they probably chose the better option for us in the last round, this time they will choose the better option for them more fairly, so y.","nachdem sie in der letzten runde wahrscheinlich die für uns bessere variante gewählt haben , werden sie diesmal fairerweise die für sie bessere variante wählen . also y",3,3,"H","no","none","(1,ASL,Y), (2,AM2,$)",11,"Team: 2 
Game: AML 
Decision: Y 
Message: nachdem sie in der letzten runde wahrscheinlich die für uns bessere variante gewählt haben , werden sie diesmal fairerweise die für sie bessere variante wählen . also y","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 3","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 3"
1,11,4,"1.11.4","AM4","Pie","$",2,"I think they will take $. It's not the best for us, but it's the safest.","denke sie nehmen $ , das ist zwar nicht am besten für uns aber am sichersten",1,1,"H","no","none","(1,ASL,Y), (2,AM2,$), (3,AML,Y)",11,"Team: 2 
Game: AM4 
Decision: $ 
Message: denke sie nehmen $ , das ist zwar nicht am besten für uns aber am sichersten","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,11,5,"1.11.5","ALL","X-Y","Y",2,"Ok, I am confused, I forgot whether the last decision was better for them or for us :S if you still remember ... if it was better for us then alternative y, if it was better for them then alternative x .... but I think it was better for us, so alternative x, for the sake of fairness sorry y alternative y, because I believe the last decision was better for us","deshalb alternative x , der fairnesshalber sorry y alternative y , weil die letzte entscheidung glaube ich besser für uns war",0,1,"no","no","other","(1,ASL,Y), (2,AM2,$), (3,AML,Y), (4,AM4,$)",11,"Team: 2 
Game: ALL 
Decision: Y 
Message: deshalb alternative x , der fairnesshalber sorry y alternative y , weil die letzte entscheidung glaube ich besser für uns war","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,11,6,"1.11.6","S2","Pie","§",2,"You can indeed get 6 talers, but it's not certain who takes what, and before we end up with nothing, it's safest to take §.","man kann zwar 6 taler kriegen aber es ist nicht sicher wer was nimmt , und bevor wir am ende nichts haben ist am sichersten §zu nehmen",0,1,"no","§","none","(1,ASL,Y), (2,AM2,$), (3,AML,Y), (4,AM4,$), (5,ALL,Y)",11,"Team: 2 
Game: S2 
Decision: § 
Message: man kann zwar 6 taler kriegen aber es ist nicht sicher wer was nimmt , und bevor wir am ende nichts haben ist am sichersten §zu nehmen","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,11,7,"1.11.7","SL","X-Y","X",2,"Okay, difficult, there's currently no criterion to determine what the other team could take... I'm in favor of X being in the first place and... well, otherwise I don't really have any reasons :)","ok schwierig , gibt grad irgendwie kein kriterium an dem man festmachen kann was das andere team nehmen könnte ich bin für x steht an erster stelle und...ja sonst hab ich eigentlich keine beweggründe :)",0,1,"no","X","none","(1,ASL,Y), (2,AM2,$), (3,AML,Y), (4,AM4,$), (5,ALL,Y), (6,S2,§)",11,"Team: 2 
Game: SL 
Decision: X 
Message: ok schwierig , gibt grad irgendwie kein kriterium an dem man festmachen kann was das andere team nehmen könnte ich bin für x steht an erster stelle und...ja sonst hab ich eigentlich keine beweggründe :)","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,11,8,"1.11.8","S1","Pie","§",2,"""Because it stands out from the other fields due to its color. $ and # are gray, so I would suggest using § because it's white.""","§weil es sich von den anderen feldern durch die farbe abhebt und # sind ja grau deswegen würd ich vorschlagen §zu nehmen , weils weiß is",0,1,"no","§","labels as coordination device","(1,ASL,Y), (2,AM2,$), (3,AML,Y), (4,AM4,$), (5,ALL,Y), (6,S2,§), (7,SL,X)",11,"Team: 2 
Game: S1 
Decision: § 
Message: §weil es sich von den anderen feldern durch die farbe abhebt und # sind ja grau deswegen würd ich vorschlagen §zu nehmen , weils weiß is","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,12,1,"1.12.1","ASL","X-Y","X",2,"Maybe they will play in a way that they win and not us, so maybe they will give X.","vielleicht werde sie so spielen , dass sie gewinnen und nicht wir , deshalb geben sie vielleicht X ein",1,1,"H","no","none","no history",12,"Team: 2 
Game: ASL 
Decision: X 
Message: vielleicht werde sie so spielen , dass sie gewinnen und nicht wir , deshalb geben sie vielleicht X ein","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,12,2,"1.12.2","AM2","Pie","§",2,"Just because the part of the round has white color and it is more likely that the other team indicates it... moreover, the other team wins more if it decides between the two answers (6, 5)","Nur weil der Teil der Runde weiße Farbe hat unbd es wahrscheinlicher ist, dass das andere Tem es angibt.. außerdem gewinnt das andere Team mehr, wenn es sich zwischen den beiden Antworten (6, 5) entscheidet",1,1,"H","§","labels as coordination device","(1,ASL,X)",12,"Team: 2 
Game: AM2 
Decision: § 
Message: Nur weil der Teil der Runde weiße Farbe hat unbd es wahrscheinlicher ist, dass das andere Tem es angibt.. außerdem gewinnt das andere Team mehr, wenn es sich zwischen den beiden Antworten (6, 5) entscheidet","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,12,3,"1.12.3","AML","X-Y","X",2,"Okay...this time I will try with Y, because it's not certain whether the other team will only think about winning more for themselves than we do. The other team might also think that we are thinking about winning more than they are, and will press Y because it's better for them to win 5 coins than nothing. *Team* not Y but X is what I meant, sorry :)","Okay...dieses Mal werde ich mit Y versuchen, weil es nicht sicher ist ob das andere Team nur daran denken wird mehr für sich zu gewinnen, als wir gewinnen. Das andere Tema kann auch denken , dass wir daran denken mehr als sie zu gewinnnen und wird Y drücken , weil es für sie besser ist 5 Taler zu gewinnen als nichts zu gewinnen. nicht Y sondern X habe ich gemeint , sorry :)",2,2,"H","no","none","(1,ASL,X), (2,AM2,§)",12,"Team: 2 
Game: AML 
Decision: X 
Message: Okay...dieses Mal werde ich mit Y versuchen, weil es nicht sicher ist ob das andere Team nur daran denken wird mehr für sich zu gewinnen, als wir gewinnen. Das andere Tema kann auch denken , dass wir daran denken mehr als sie zu gewinnnen und wird Y drücken , weil es für sie besser ist 5 Taler zu gewinnen als nichts zu gewinnen. nicht Y sondern X habe ich gemeint , sorry :)","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 2","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 2"
1,12,4,"1.12.4","AM4","Pie","#",2,"Perhaps Team 1 will try to get more for themselves, but since their profit also depends on our decision, they know that we will not enter (7,5) because it doesn't benefit us enough... so I am either for (6,7) or for (7,6) but more for (7,6).","Vielleicht wird Team 1 versuchen, mehr für sich zu holen, aber da ihr Gewinn auch von unserer Entschidung abhängig ist, wissen sie dass wir nicht (7,5) eingeben werde weil es uns zu wenig bringt...also ich bin entweder für (6,7) oder für (7,6)",1,2,"H","no","pareto dominance arguments","(1,ASL,X), (2,AM2,§), (3,AML,X)",12,"Team: 2 
Game: AM4 
Decision: # 
Message: Vielleicht wird Team 1 versuchen, mehr für sich zu holen, aber da ihr Gewinn auch von unserer Entschidung abhängig ist, wissen sie dass wir nicht (7,5) eingeben werde weil es uns zu wenig bringt...also ich bin entweder für (6,7) oder für (7,6)","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 2"
1,12,5,"1.12.5","ALL","X-Y","X",2,"The difference between the two wins is too big, and here the others will almost certainly enter Y in my opinion... and yet I would risk and enter X... we'll see if they don't want to give us the round as a gift ;)","Der Unterschied zwischen den beiden Gewinnen ist zu groß und hier werden die anderen meiner Meinung nach fast sicher Y eingeben...und trotzdem würde ich riskieren und X eingeben... wir wissen ob sie uns nicht die Runde schenken wollen ;)",1,2,"H","no","none","(1,ASL,X), (2,AM2,§), (3,AML,X), (4,AM4,#)",12,"Team: 2 
Game: ALL 
Decision: X 
Message: Der Unterschied zwischen den beiden Gewinnen ist zu groß und hier werden die anderen meiner Meinung nach fast sicher Y eingeben...und trotzdem würde ich riskieren und X eingeben... wir wissen ob sie uns nicht die Runde schenken wollen ;)","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 2"
